ranking_year,semester,ranking_date,rank,team,team_norm,acronym,total_points,previous_points,diff_points
2002,1,2002-06-30,73,Bosnia and Herzegovina,bosnia and herzegovina,BIH,497.0,508.0,-11.0
2002,1,2002-06-30,74,Bolivia,bolivia,BOL,496.0,512.0,-16.0
2002,1,2002-06-30,75,Kuwait,kuwait,KUW,494.0,500.0,-6.0
2002,1,2002-06-30,76,Congo DR,congo dr,COD,493.0,505.0,-12.0
2002,1,2002-06-30,77,Burkina Faso,burkina faso,BFA,491.0,497.0,-6.0
2002,1,2002-06-30,77,Liberia,liberia,LBR,491.0,500.0,-9.0
2002,1,2002-06-30,79,Algeria,algeria,ALG,490.0,497.0,-7.0
2002,1,2002-06-30,80,Cuba,cuba,CUB,489.0,498.0,-9.0
2002,1,2002-06-30,81,Venezuela,venezuela,VEN,487.0,488.0,-1.0
2002,1,2002-06-30,82,Cyprus,cyprus,CYP,486.0,492.0,-6.0
2002,1,2002-06-30,83,Belarus,belarus,BLR,481.0,463.0,18.0
2002,1,2002-06-30,84,Haiti,haiti,HAI,479.0,496.0,-17.0
2002,1,2002-06-30,85,Estonia,estonia,EST,478.0,471.0,7.0
2002,1,2002-06-30,86,Mali,mali,MLI,471.0,471.0,0.0
2002,1,2002-06-30,87,El Salvador,el salvador,SLV,455.0,480.0,-25.0
2002,1,2002-06-30,88,New Zealand,new zealand,NZL,452.0,471.0,-19.0
2002,1,2002-06-30,89,Northern Ireland,northern ireland,NIR,448.0,455.0,-7.0
2002,1,2002-06-30,90,FYR Macedonia,fyr macedonia,MKD,447.0,462.0,-15.0
2002,1,2002-06-30,91,Oman,oman,OMA,446.0,454.0,-8.0
2002,1,2002-06-30,91,Wales,wales,WAL,446.0,440.0,6.0
2002,1,2002-06-30,93,Indonesia,indonesia,IDN,441.0,453.0,-12.0
2002,1,2002-06-30,94,Syria,syria,SYR,438.0,449.0,-11.0
2002,1,2002-06-30,95,Albania,albania,ALB,437.0,442.0,-5.0
2002,1,2002-06-30,96,Latvia,latvia,LVA,433.0,435.0,-2.0
2002,1,2002-06-30,97,Lebanon,lebanon,LBN,429.0,445.0,-16.0
2002,1,2002-06-30,98,Congo,congo,CGO,427.0,439.0,-12.0
2002,1,2002-06-30,98,Jordan,jordan,JOR,427.0,434.0,-7.0
2002,1,2002-06-30,98,Lithuania,lithuania,LTU,427.0,436.0,-9.0
2002,1,2002-06-30,101,Armenia,armenia,ARM,426.0,433.0,-7.0
2002,1,2002-06-30,102,Kazakhstan,kazakhstan,KAZ,418.0,429.0,-11.0
2002,1,2002-06-30,103,Moldova,moldova,MDA,415.0,425.0,-10.0
2002,1,2002-06-30,104,Kenya,kenya,KEN,414.0,418.0,-4.0
2002,1,2002-06-30,105,Bahrain,bahrain,BHR,409.0,409.0,0.0
2002,1,2002-06-30,105,Gabon,gabon,GAB,409.0,422.0,-13.0
2002,1,2002-06-30,105,Namibia,namibia,NAM,409.0,422.0,-13.0
2002,1,2002-06-30,108,Vietnam,vietnam,VIE,405.0,417.0,-12.0
2002,1,2002-06-30,109,Barbados,barbados,BRB,396.0,407.0,-11.0
2002,1,2002-06-30,110,Guinea,guinea,GUI,388.0,399.0,-11.0
2002,1,2002-06-30,111,Malaysia,malaysia,MAS,378.0,384.0,-6.0
2002,1,2002-06-30,111,Panama,panama,PAN,378.0,388.0,-10.0
2002,1,2002-06-30,111,Singapore,singapore,SGP,378.0,381.0,-3.0
2002,1,2002-06-30,114,Malawi,malawi,MWI,377.0,353.0,24.0
2002,1,2002-06-30,115,Turkmenistan,turkmenistan,TKM,367.0,377.0,-10.0
2002,1,2002-06-30,116,Azerbaijan,azerbaijan,AZE,366.0,377.0,-11.0
2002,1,2002-06-30,116,Malta,malta,MLT,366.0,366.0,0.0
2002,1,2002-06-30,118,Libya,libya,LBY,365.0,374.0,-9.0
2002,1,2002-06-30,119,Madagascar,madagascar,MAD,359.0,366.0,-7.0
2002,1,2002-06-30,120,Faroe Islands,faroe islands,FRO,358.0,365.0,-7.0
2002,1,2002-06-30,121,Uganda,uganda,UGA,353.0,364.0,-11.0
2002,1,2002-06-30,122,Sudan,sudan,SDN,349.0,360.0,-11.0
2002,1,2002-06-30,123,Eswatini,eswatini,SWZ,347.0,349.0,-2.0
2002,1,2002-06-30,124,India,india,IND,341.0,350.0,-9.0
2002,1,2002-06-30,125,Korea DPR,korea dpr,PRK,340.0,339.0,1.0
2002,1,2002-06-30,126,Mozambique,mozambique,MOZ,334.0,330.0,4.0
2002,1,2002-06-30,127,Fiji,fiji,FIJ,332.0,340.0,-8.0
2002,1,2002-06-30,128,Mauritius,mauritius,MRI,327.0,335.0,-8.0
2002,1,2002-06-30,129,Burundi,burundi,BDI,320.0,328.0,-8.0
2002,1,2002-06-30,130,Tahiti,tahiti,TAH,319.0,332.0,-13.0
2002,1,2002-06-30,131,St. Vincent and the Grenadines,st vincent and the grenadines,VIN,318.0,327.0,-9.0
2002,1,2002-06-30,132,Rwanda,rwanda,RWA,317.0,319.0,-2.0
2002,1,2002-06-30,133,Ethiopia,ethiopia,ETH,316.0,318.0,-2.0
2002,1,2002-06-30,134,St. Kitts and Nevis,st kitts and nevis,SKN,313.0,320.0,-7.0
2002,1,2002-06-30,135,St. Lucia,st lucia,LCA,310.0,318.0,-8.0
2002,1,2002-06-30,136,Botswana,botswana,BOT,306.0,303.0,3.0
2002,1,2002-06-30,137,Lesotho,lesotho,LES,305.0,313.0,-8.0
2002,1,2002-06-30,138,Grenada,grenada,GRN,299.0,305.0,-6.0
2002,1,2002-06-30,139,Solomon Islands,solomon islands,SOL,293.0,305.0,-12.0
2002,1,2002-06-30,140,Yemen,yemen,YEM,291.0,297.0,-6.0
2002,1,2002-06-30,141,Andorra,andorra,AND,286.0,286.0,0.0
2002,1,2002-06-30,142,Sri Lanka,sri lanka,SRI,285.0,281.0,4.0
2002,1,2002-06-30,143,Hong Kong,hong kong,HKG,272.0,280.0,-8.0
2002,1,2002-06-30,144,Sierra Leone,sierra leone,SLE,270.0,279.0,-9.0
2002,1,2002-06-30,145,Luxembourg,luxembourg,LUX,254.0,266.0,-12.0
2002,1,2002-06-30,146,Suriname,suriname,SUR,253.0,260.0,-7.0
2002,1,2002-06-30,147,Palestine,palestine,PLE,243.0,247.0,-4.0
2002,1,2002-06-30,148,Maldives,maldives,MDV,241.0,245.0,-4.0
2002,1,2002-06-30,149,Benin,benin,BEN,237.0,239.0,-2.0
2002,1,2002-06-30,150,Liechtenstein,liechtenstein,LIE,236.0,241.0,-5.0
2002,1,2002-06-30,151,Bangladesh,bangladesh,BAN,235.0,241.0,-6.0
2002,1,2002-06-30,152,Tanzania,tanzania,TAN,232.0,237.0,-5.0
2002,1,2002-06-30,153,Myanmar,myanmar,MYA,225.0,229.0,-4.0
2002,1,2002-06-30,154,Gambia,gambia,GAM,221.0,227.0,-6.0
2002,1,2002-06-30,155,Tajikistan,tajikistan,TJK,214.0,221.0,-7.0
2002,1,2002-06-30,156,Nepal,nepal,NEP,209.0,214.0,-5.0
2002,1,2002-06-30,157,Antigua and Barbuda,antigua and barbuda,ATG,205.0,211.0,-6.0
2002,1,2002-06-30,158,Belize,belize,BLZ,202.0,211.0,-9.0
2002,1,2002-06-30,159,San Marino,san marino,SMR,200.0,204.0,-4.0
2002,1,2002-06-30,160,Cape Verde Islands,cape verde,CPV,197.0,202.0,-5.0
2002,1,2002-06-30,161,Samoa,samoa,SAM,195.0,195.0,0.0
2002,1,2002-06-30,162,British Virgin Islands,british virgin islands,VGB,193.0,197.0,-4.0
2002,1,2002-06-30,163,Dominican Republic,dominican republic,DOM,192.0,198.0,-6.0
2002,1,2002-06-30,164,Dominica,dominica,DMA,191.0,197.0,-6.0
2002,1,2002-06-30,164,Laos,laos,LAO,191.0,196.0,-5.0
2002,1,2002-06-30,166,Kyrgyz Republic,kyrgyz republic,KGZ,190.0,195.0,-5.0
2002,1,2002-06-30,167,Bermuda,bermuda,BER,183.0,187.0,-4.0
2002,1,2002-06-30,168,Cayman Islands,cayman islands,CAY,182.0,188.0,-6.0
2002,1,2002-06-30,169,Eritrea,eritrea,ERI,179.0,182.0,-3.0
2002,1,2002-06-30,170,Vanuatu,vanuatu,VAN,174.0,180.0,-6.0
2002,1,2002-06-30,171,Cambodia,cambodia,CAM,171.0,175.0,-4.0
2002,1,2002-06-30,172,Chinese Taipei,chinese taipei,TPE,166.0,170.0,-4.0
2002,1,2002-06-30,173,Tonga,tonga,TGA,157.0,157.0,0.0
2002,1,2002-06-30,174,Guinea-Bissau,guineabissau,GNB,146.0,147.0,-1.0
2002,1,2002-06-30,175,Chad,chad,CHA,141.0,144.0,-3.0
2002,1,2002-06-30,175,Philippines,philippines,PHI,141.0,145.0,-4.0
2002,1,2002-06-30,177,Guyana,guyana,GUY,140.0,143.0,-3.0
2002,1,2002-06-30,178,Cook Islands,cook islands,COK,136.0,139.0,-3.0
2002,1,2002-06-30,179,Mauritania,mauritania,MTN,134.0,140.0,-6.0
2002,1,2002-06-30,180,Papua New Guinea,papua new guinea,PNG,132.0,130.0,2.0
2002,1,2002-06-30,181,Pakistan,pakistan,PAK,128.0,130.0,-2.0
2002,1,2002-06-30,182,Macau,macau,MAC,106.0,109.0,-3.0
2002,1,2002-06-30,183,Central African Republic,central african republic,CTA,104.0,106.0,-2.0
2002,1,2002-06-30,184,Bahamas,bahamas,BAH,101.0,103.0,-2.0
2002,1,2002-06-30,185,Aruba,aruba,ARU,96.0,99.0,-3.0
2002,1,2002-06-30,186,Sao Tome e Principe,sao tome e principe,STP,95.0,97.0,-2.0
2002,1,2002-06-30,187,Mongolia,mongolia,MNG,90.0,92.0,-2.0
2002,1,2002-06-30,188,Nicaragua,nicaragua,NCA,85.0,88.0,-3.0
2002,1,2002-06-30,189,Brunei Darussalam,brunei darussalam,BRU,81.0,83.0,-2.0
2002,1,2002-06-30,190,Equatorial Guinea,equatorial guinea,EQG,74.0,76.0,-2.0
2002,1,2002-06-30,191,Djibouti,djibouti,DJI,71.0,73.0,-2.0
2002,1,2002-06-30,192,Somalia,somalia,SOM,66.0,66.0,0.0
2002,1,2002-06-30,193,Niger,niger,NIG,65.0,68.0,-3.0
2002,1,2002-06-30,193,Seychelles,seychelles,SEY,65.0,67.0,-2.0
2002,1,2002-06-30,195,Anguilla,anguilla,AIA,62.0,63.0,-1.0
2002,1,2002-06-30,196,Puerto Rico,puerto rico,PUR,52.0,53.0,-1.0
2002,1,2002-06-30,197,US Virgin Islands,us virgin islands,VIR,45.0,46.0,-1.0
2002,1,2002-06-30,198,Bhutan,bhutan,BHU,32.0,13.0,19.0
2002,1,2002-06-30,199,Guam,guam,GUM,24.0,24.0,0.0
2002,1,2002-06-30,200,American Samoa,american samoa,ASA,19.0,19.0,0.0
2002,1,2002-06-30,201,Turks and Caicos Islands,turks and caicos islands,TCA,18.0,19.0,-1.0
2002,1,2002-06-30,202,Montserrat,montserrat,MSR,9.0,9.0,0.0
2002,2,2002-12-31,1,Brazil,brazil,BRA,856.0,857.0,-1.0
2002,2,2002-12-31,2,France,france,FRA,787.0,787.0,0.0
2002,2,2002-12-31,3,Spain,spain,ESP,779.0,779.0,0.0
2002,2,2002-12-31,4,Germany,germany,GER,761.0,763.0,-2.0
2002,2,2002-12-31,5,Argentina,argentina,ARG,751.0,741.0,10.0
2002,2,2002-12-31,6,Netherlands,netherlands,NED,746.0,719.0,27.0
2002,2,2002-12-31,7,England,england,ENG,734.0,734.0,0.0
2002,2,2002-12-31,8,Mexico,mexico,MEX,732.0,731.0,1.0
2002,2,2002-12-31,9,Turkey,turkey,TUR,729.0,728.0,1.0
2002,2,2002-12-31,10,USA,united states,USA,723.0,720.0,3.0
2002,2,2002-12-31,11,Portugal,portugal,POR,710.0,709.0,1.0
2002,2,2002-12-31,12,Denmark,denmark,DEN,707.0,705.0,2.0
2002,2,2002-12-31,13,Italy,italy,ITA,705.0,710.0,-5.0
2002,2,2002-12-31,14,Republic of Ireland,ireland,IRL,697.0,699.0,-2.0
2002,2,2002-12-31,15,Czech Republic,czechia,CZE,687.0,694.0,-7.0
2002,2,2002-12-31,16,Cameroon,cameroon,CMR,685.0,685.0,0.0
2002,2,2002-12-31,17,Belgium,belgium,BEL,682.0,682.0,0.0
2002,2,2002-12-31,18,Paraguay,paraguay,PAR,679.0,681.0,-2.0
2002,2,2002-12-31,19,Serbia and Montenegro,serbia and montenegro,SCG,678.0,0.0,678.0
2002,2,2002-12-31,20,Korea Republic,south korea,KOR,669.0,671.0,-2.0
2002,2,2002-12-31,21,Costa Rica,costa rica,CRC,652.0,650.0,2.0
2002,2,2002-12-31,22,Japan,japan,JPN,650.0,654.0,-4.0
2002,2,2002-12-31,22,Russia,russia,RUS,650.0,652.0,-2.0
2002,2,2002-12-31,24,Romania,romania,ROU,649.0,662.0,-13.0
2002,2,2002-12-31,24,Sweden,sweden,SWE,649.0,652.0,-3.0
2002,2,2002-12-31,26,Norway,norway,NOR,648.0,641.0,7.0
2002,2,2002-12-31,27,Senegal,senegal,SEN,646.0,640.0,6.0
2002,2,2002-12-31,28,Uruguay,uruguay,URU,643.0,653.0,-10.0
2002,2,2002-12-31,29,Nigeria,nigeria,NGA,642.0,643.0,-1.0
2002,2,2002-12-31,30,South Africa,south africa,RSA,636.0,637.0,-1.0
2002,2,2002-12-31,31,Ecuador,ecuador,ECU,634.0,634.0,0.0
2002,2,2002-12-31,32,Croatia,croatia,CRO,629.0,625.0,4.0
2002,2,2002-12-31,33,IR Iran,iran,IRN,628.0,630.0,-2.0
2002,2,2002-12-31,33,Poland,poland,POL,628.0,632.0,-4.0
2002,2,2002-12-31,35,Morocco,morocco,MAR,621.0,626.0,-5.0
2002,2,2002-12-31,36,Slovenia,slovenia,SVN,620.0,625.0,-5.0
2002,2,2002-12-31,37,Colombia,colombia,COL,617.0,639.0,-22.0
2002,2,2002-12-31,38,Saudi Arabia,saudi arabia,KSA,608.0,612.0,-4.0
2002,2,2002-12-31,39,Egypt,egypt,EGY,592.0,591.0,1.0
2002,2,2002-12-31,40,Honduras,honduras,HON,591.0,582.0,9.0
2002,2,2002-12-31,41,Tunisia,tunisia,TUN,586.0,597.0,-11.0
2002,2,2002-12-31,42,Bulgaria,bulgaria,BUL,582.0,586.0,-4.0
2002,2,2002-12-31,43,Finland,finland,FIN,580.0,582.0,-2.0
2002,2,2002-12-31,44,Switzerland,switzerland,SUI,576.0,576.0,0.0
2002,2,2002-12-31,45,Ukraine,ukraine,UKR,575.0,574.0,1.0
2002,2,2002-12-31,46,Israel,israel,ISR,568.0,551.0,17.0
2002,2,2002-12-31,47,Trinidad and Tobago,trinidad and tobago,TRI,567.0,578.0,-11.0
2002,2,2002-12-31,48,Greece,greece,GRE,563.0,561.0,2.0
2002,2,2002-12-31,49,New Zealand,new zealand,NZL,561.0,561.0,0.0
2002,2,2002-12-31,50,Australia,australia,AUS,557.0,571.0,-14.0
2002,2,2002-12-31,51,Jamaica,jamaica,JAM,555.0,551.0,4.0
2002,2,2002-12-31,52,Wales,wales,WAL,554.0,518.0,36.0
2002,2,2002-12-31,53,Iraq,iraq,IRQ,549.0,558.0,-9.0
2002,2,2002-12-31,54,Austria,austria,AUT,541.0,550.0,-9.0
2002,2,2002-12-31,55,Slovakia,slovakia,SVK,535.0,540.0,-5.0
2002,2,2002-12-31,56,Hungary,hungary,HUN,533.0,533.0,0.0
2002,2,2002-12-31,56,Zimbabwe,zimbabwe,ZIM,533.0,540.0,-7.0
2002,2,2002-12-31,58,Iceland,iceland,ISL,528.0,539.0,-11.0
2002,2,2002-12-31,58,Scotland,scotland,SCO,528.0,538.0,-10.0
2002,2,2002-12-31,60,Estonia,estonia,EST,525.0,517.0,8.0
2002,2,2002-12-31,60,Ghana,ghana,GHA,525.0,529.0,-4.0
2002,2,2002-12-31,62,Qatar,qatar,QAT,519.0,506.0,13.0
2002,2,2002-12-31,63,China PR,china,CHN,512.0,505.0,7.0
2002,2,2002-12-31,64,Côte d'Ivoire,côte divoire,CIV,510.0,526.0,-16.0
2002,2,2002-12-31,65,Congo DR,congo dr,COD,509.0,509.0,0.0
2002,2,2002-12-31,66,Thailand,thailand,THA,506.0,497.0,9.0
2002,2,2002-12-31,66,Zambia,zambia,ZAM,506.0,512.0,-6.0
2002,2,2002-12-31,68,Algeria,algeria,ALG,505.0,506.0,-1.0
2002,2,2002-12-31,69,Venezuela,venezuela,VEN,501.0,478.0,23.0
2002,2,2002-12-31,70,Canada,canada,CAN,500.0,501.0,-1.0
2002,2,2002-12-31,71,Cuba,cuba,CUB,496.0,452.0,44.0
2002,2,2002-12-31,71,Haiti,haiti,HAI,496.0,456.0,40.0
2002,2,2002-12-31,73,Mali,mali,MLI,490.0,477.0,13.0
2002,2,2002-12-31,74,Belarus,belarus,BLR,489.0,489.0,0.0
2002,2,2002-12-31,75,Burkina Faso,burkina faso,BFA,487.0,490.0,-3.0
2002,2,2002-12-31,76,Angola,angola,ANG,485.0,500.0,-15.0
2002,2,2002-12-31,77,Jordan,jordan,JOR,481.0,468.0,13.0
2002,2,2002-12-31,78,Guatemala,guatemala,GUA,480.0,490.0,-10.0
2002,2,2002-12-31,78,Latvia,latvia,LVA,480.0,460.0,20.0
2002,2,2002-12-31,80,Cyprus,cyprus,CYP,477.0,456.0,21.0
2002,2,2002-12-31,80,Kenya,kenya,KEN,477.0,464.0,13.0
2002,2,2002-12-31,82,Peru,peru,PER,472.0,495.0,-23.0
2002,2,2002-12-31,83,Kuwait,kuwait,KUW,470.0,475.0,-5.0
2002,2,2002-12-31,84,Chile,chile,CHI,468.0,493.0,-25.0
2002,2,2002-12-31,85,FYR Macedonia,fyr macedonia,MKD,466.0,469.0,-3.0
2002,2,2002-12-31,85,Togo,togo,TOG,466.0,484.0,-18.0
2002,2,2002-12-31,87,Bosnia and Herzegovina,bosnia and herzegovina,BIH,462.0,473.0,-11.0
2002,2,2002-12-31,88,Liberia,liberia,LBR,461.0,470.0,-9.0
2002,2,2002-12-31,89,United Arab Emirates,united arab emirates,UAE,458.0,475.0,-17.0
2002,2,2002-12-31,90,Georgia,georgia,GEO,456.0,474.0,-18.0
2002,2,2002-12-31,91,Syria,syria,SYR,449.0,435.0,14.0
2002,2,2002-12-31,92,Bolivia,bolivia,BOL,433.0,449.0,-16.0
2002,2,2002-12-31,93,Albania,albania,ALB,428.0,432.0,-4.0
2002,2,2002-12-31,94,El Salvador,el salvador,SLV,427.0,431.0,-4.0
2002,2,2002-12-31,95,Malawi,malawi,MWI,426.0,423.0,3.0
2002,2,2002-12-31,95,Oman,oman,OMA,426.0,440.0,-14.0
2002,2,2002-12-31,97,Congo,congo,CGO,422.0,428.0,-6.0
2002,2,2002-12-31,98,Uzbekistan,uzbekistan,UZB,421.0,443.0,-22.0
2002,2,2002-12-31,99,Barbados,barbados,BRB,419.0,419.0,0.0
2002,2,2002-12-31,100,Lithuania,lithuania,LTU,418.0,424.0,-6.0
2002,2,2002-12-31,101,Madagascar,madagascar,MAD,415.0,415.0,0.0
2002,2,2002-12-31,102,Uganda,uganda,UGA,414.0,399.0,15.0
2002,2,2002-12-31,103,Northern Ireland,northern ireland,NIR,413.0,422.0,-9.0
2002,2,2002-12-31,104,Libya,libya,LBY,412.0,410.0,2.0
2002,2,2002-12-31,105,Bahrain,bahrain,BHR,410.0,408.0,2.0
2002,2,2002-12-31,106,Sudan,sudan,SDN,401.0,401.0,0.0
2002,2,2002-12-31,107,Armenia,armenia,ARM,399.0,408.0,-9.0
2002,2,2002-12-31,108,Vietnam,vietnam,VIE,392.0,360.0,32.0
2002,2,2002-12-31,109,St. Kitts and Nevis,st kitts and nevis,SKN,391.0,391.0,0.0
2002,2,2002-12-31,110,Indonesia,indonesia,IDN,389.0,394.0,-5.0
2002,2,2002-12-31,111,Moldova,moldova,MDA,386.0,384.0,2.0
2002,2,2002-12-31,112,St. Lucia,st lucia,LCA,384.0,341.0,43.0
2002,2,2002-12-31,113,Azerbaijan,azerbaijan,AZE,383.0,388.0,-5.0
2002,2,2002-12-31,113,Faroe Islands,faroe islands,FRO,383.0,383.0,0.0
2002,2,2002-12-31,113,Tahiti,tahiti,TAH,383.0,383.0,0.0
2002,2,2002-12-31,116,Eswatini,eswatini,SWZ,381.0,381.0,0.0
2002,2,2002-12-31,117,Kazakhstan,kazakhstan,KAZ,374.0,386.0,-12.0
2002,2,2002-12-31,118,Singapore,singapore,SGP,373.0,361.0,12.0
2002,2,2002-12-31,119,Lebanon,lebanon,LBN,371.0,386.0,-15.0
2002,2,2002-12-31,120,Guinea,guinea,GUI,365.0,374.0,-9.0
2002,2,2002-12-31,121,Gabon,gabon,GAB,358.0,373.0,-15.0
2002,2,2002-12-31,122,Malta,malta,MLT,352.0,354.0,-2.0
2002,2,2002-12-31,123,Namibia,namibia,NAM,337.0,356.0,-19.0
2002,2,2002-12-31,124,Korea DPR,korea dpr,PRK,336.0,336.0,0.0
2002,2,2002-12-31,125,Mozambique,mozambique,MOZ,335.0,337.0,-2.0
2002,2,2002-12-31,126,Mauritius,mauritius,MRI,334.0,336.0,-2.0
2002,2,2002-12-31,127,India,india,IND,330.0,336.0,-6.0
2002,2,2002-12-31,127,Malaysia,malaysia,MAS,330.0,342.0,-12.0
2002,2,2002-12-31,129,Panama,panama,PAN,326.0,340.0,-14.0
2002,2,2002-12-31,129,Rwanda,rwanda,RWA,326.0,328.0,-2.0
2002,2,2002-12-31,131,Grenada,grenada,GRN,317.0,317.0,0.0
2002,2,2002-12-31,132,Lesotho,lesotho,LES,314.0,315.0,-1.0
2002,2,2002-12-31,133,Sierra Leone,sierra leone,SLE,312.0,312.0,0.0
2002,2,2002-12-31,134,Turkmenistan,turkmenistan,TKM,311.0,325.0,-14.0
2002,2,2002-12-31,135,Burundi,burundi,BDI,309.0,311.0,-2.0
2002,2,2002-12-31,136,Botswana,botswana,BOT,306.0,311.0,-5.0
2002,2,2002-12-31,137,Andorra,andorra,AND,303.0,303.0,0.0
2002,2,2002-12-31,138,Ethiopia,ethiopia,ETH,300.0,327.0,-27.0
2002,2,2002-12-31,139,Sri Lanka,sri lanka,SRI,295.0,285.0,10.0
2002,2,2002-12-31,140,Fiji,fiji,FIJ,290.0,301.0,-11.0
2002,2,2002-12-31,141,Suriname,suriname,SUR,283.0,283.0,0.0
2002,2,2002-12-31,142,Solomon Islands,solomon islands,SOL,272.0,279.0,-7.0
2002,2,2002-12-31,143,Gambia,gambia,GAM,271.0,271.0,0.0
2002,2,2002-12-31,144,St. Vincent and the Grenadines,st vincent and the grenadines,VIN,270.0,282.0,-12.0
2002,2,2002-12-31,145,Yemen,yemen,YEM,260.0,268.0,-8.0
2002,2,2002-12-31,146,Benin,benin,BEN,259.0,268.0,-9.0
2002,2,2002-12-31,147,Liechtenstein,liechtenstein,LIE,258.0,258.0,0.0
2002,2,2002-12-31,148,Luxembourg,luxembourg,LUX,254.0,251.0,3.0
2002,2,2002-12-31,149,Dominican Republic,dominican republic,DOM,232.0,224.0,8.0
2002,2,2002-12-31,150,Hong Kong,hong kong,HKG,226.0,238.0,-12.0
2002,2,2002-12-31,150,Palestine,palestine,PLE,226.0,231.0,-5.0
2002,2,2002-12-31,152,Maldives,maldives,MDV,224.0,229.0,-5.0
2002,2,2002-12-31,152,Tanzania,tanzania,TAN,224.0,228.0,-4.0
2002,2,2002-12-31,154,Cape Verde Islands,cape verde,CPV,221.0,209.0,12.0
2002,2,2002-12-31,155,Antigua and Barbuda,antigua and barbuda,ATG,215.0,197.0,18.0
2002,2,2002-12-31,156,Vanuatu,vanuatu,VAN,212.0,212.0,0.0
2002,2,2002-12-31,157,Eritrea,eritrea,ERI,205.0,179.0,26.0
2002,2,2002-12-31,158,Belize,belize,BLZ,200.0,202.0,-2.0
2002,2,2002-12-31,159,Bangladesh,bangladesh,BAN,199.0,208.0,-9.0
2002,2,2002-12-31,159,San Marino,san marino,SMR,199.0,196.0,3.0
2002,2,2002-12-31,161,British Virgin Islands,british virgin islands,VGB,195.0,197.0,-2.0
2002,2,2002-12-31,161,Myanmar,myanmar,MYA,195.0,203.0,-8.0
2002,2,2002-12-31,161,Samoa,samoa,SAM,195.0,195.0,0.0
2002,2,2002-12-31,164,Cayman Islands,cayman islands,CAY,188.0,160.0,28.0
2002,2,2002-12-31,165,Nepal,nepal,NEP,182.0,189.0,-7.0
2002,2,2002-12-31,166,Chinese Taipei,chinese taipei,TPE,179.0,180.0,-1.0
2002,2,2002-12-31,167,Papua New Guinea,papua new guinea,PNG,177.0,173.0,4.0
2002,2,2002-12-31,167,Tajikistan,tajikistan,TJK,177.0,187.0,-10.0
2002,2,2002-12-31,169,Guyana,guyana,GUY,167.0,167.0,0.0
2002,2,2002-12-31,170,Laos,laos,LAO,163.0,170.0,-7.0
2002,2,2002-12-31,171,Kyrgyz Republic,kyrgyz republic,KGZ,162.0,169.0,-7.0
2002,2,2002-12-31,172,Bermuda,bermuda,BER,161.0,167.0,-6.0
2002,2,2002-12-31,173,Chad,chad,CHA,160.0,161.0,-1.0
2002,2,2002-12-31,174,Dominica,dominica,DMA,159.0,167.0,-8.0
2002,2,2002-12-31,175,Tonga,tonga,TGA,157.0,157.0,0.0
2002,2,2002-12-31,176,Cambodia,cambodia,CAM,149.0,154.0,-5.0
2002,2,2002-12-31,177,Pakistan,pakistan,PAK,128.0,128.0,0.0
2002,2,2002-12-31,178,Central African Republic,central african republic,CTA,127.0,128.0,-1.0
2002,2,2002-12-31,179,Mauritania,mauritania,MTN,123.0,127.0,-4.0
2002,2,2002-12-31,180,Philippines,philippines,PHI,122.0,127.0,-5.0
2002,2,2002-12-31,181,Cook Islands,cook islands,COK,120.0,124.0,-4.0
2002,2,2002-12-31,182,Guinea-Bissau,guineabissau,GNB,118.0,124.0,-6.0
2002,2,2002-12-31,183,Niger,niger,NIG,110.0,111.0,-1.0
2002,2,2002-12-31,184,Seychelles,seychelles,SEY,104.0,104.0,0.0
2002,2,2002-12-31,185,Nicaragua,nicaragua,NCA,101.0,78.0,23.0
2002,2,2002-12-31,186,Bahamas,bahamas,BAH,90.0,93.0,-3.0
2002,2,2002-12-31,186,Macau,macau,MAC,90.0,94.0,-4.0
2002,2,2002-12-31,188,Aruba,aruba,ARU,87.0,90.0,-3.0
2002,2,2002-12-31,188,Somalia,somalia,SOM,87.0,64.0,23.0
2002,2,2002-12-31,190,Sao Tome e Principe,sao tome e principe,STP,84.0,87.0,-3.0
2002,2,2002-12-31,191,Equatorial Guinea,equatorial guinea,EQG,82.0,83.0,-1.0
2002,2,2002-12-31,192,Mongolia,mongolia,MNG,81.0,83.0,-2.0
2002,2,2002-12-31,193,Brunei Darussalam,brunei darussalam,BRU,70.0,73.0,-3.0
2002,2,2002-12-31,194,Djibouti,djibouti,DJI,63.0,68.0,-5.0
2002,2,2002-12-31,195,Anguilla,anguilla,AIA,61.0,62.0,-1.0
2002,2,2002-12-31,196,US Virgin Islands,us virgin islands,VIR,51.0,51.0,0.0
2002,2,2002-12-31,197,Puerto Rico,puerto rico,PUR,43.0,45.0,-2.0
2002,2,2002-12-31,198,Bhutan,bhutan,BHU,36.0,35.0,1.0
2002,2,2002-12-31,199,Guam,guam,GUM,21.0,21.0,0.0
2002,2,2002-12-31,200,American Samoa,american samoa,ASA,19.0,19.0,0.0
2002,2,2002-12-31,201,Turks and Caicos Islands,turks and caicos islands,TCA,16.0,17.0,-1.0
2002,2,2002-12-31,202,Montserrat,montserrat,MSR,8.0,8.0,0.0
2003,1,2003-06-30,1,Brazil,brazil,BRA,848.0,834.0,14.0
2003,1,2003-06-30,2,France,france,FRA,824.0,814.0,10.0
2003,1,2003-06-30,3,Spain,spain,ESP,755.0,762.0,-7.0
2003,1,2003-06-30,4,Netherlands,netherlands,NED,750.0,752.0,-2.0
